,AST,BLK,BLKA,CFID,CFPARAMS,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLUS_MINUS,PTS,REB,STL,TEAM_ID,TEAM_NAME,TOV,W,W_PCT,YEAR
0,19.2,5.4,5.1,10.0,Atlanta Hawks,28.2,12.7,4.2,0.329,77.7,34.5,0.444,26.9,20.5,0.761,82.0,52.0,48.5,11.9,24.0,22.6,-4.8,93.7,40.1,7.4,1610612737.0,Atlanta Hawks,15.9,30.0,0.366,2007.0
0,22.0,5.5,5.1,10.0,Atlanta Hawks,29.9,13.1,4.7,0.356,79.9,36.3,0.454,27.2,21.0,0.772,82.0,45.0,48.4,12.3,20.4,21.9,-1.8,98.2,42.2,7.3,1610612737.0,Atlanta Hawks,14.9,37.0,0.451,2008.0
0,20.2,4.6,4.3,10.0,Atlanta Hawks,29.4,19.9,7.3,0.366,78.7,36.0,0.458,25.4,18.7,0.737,82.0,35.0,48.1,10.6,19.6,20.5,1.6,98.1,40.0,7.4,1610612737.0,Atlanta Hawks,12.8,47.0,0.573,2009.0
0,21.8,5.0,4.4,10.0,Atlanta Hawks,29.9,17.7,6.4,0.36,82.9,38.8,0.468,23.3,17.7,0.759,82.0,29.0,48.4,11.8,19.9,19.3,4.7,101.7,41.7,7.2,1610612737.0,Atlanta Hawks,12.0,53.0,0.646,2010.0
0,22.0,4.2,4.2,10.0,Atlanta Hawks,30.0,17.4,6.1,0.352,78.4,36.2,0.462,21.1,16.4,0.779,82.0,38.0,48.1,9.3,19.0,18.5,-0.8,95.0,39.3,6.1,1610612737.0,Atlanta Hawks,13.6,44.0,0.537,2011.0
0,22.4,4.6,4.7,10.0,Atlanta Hawks,31.3,20.2,7.5,0.37,81.0,36.8,0.454,21.0,15.5,0.74,66.0,26.0,49.0,9.9,17.8,19.1,3.4,96.6,41.2,8.1,1610612737.0,Atlanta Hawks,14.0,40.0,0.606,2012.0
0,24.5,4.5,4.3,10.0,Atlanta Hawks,31.6,23.2,8.6,0.371,81.0,37.6,0.464,19.7,14.1,0.715,82.0,38.0,48.4,9.2,18.0,18.8,0.4,98.0,40.9,8.1,1610612737.0,Atlanta Hawks,14.9,44.0,0.537,2013.0
0,24.9,4.0,4.3,10.0,Atlanta Hawks,31.3,25.8,9.4,0.363,81.6,37.3,0.458,21.7,17.0,0.781,82.0,44.0,48.4,8.7,19.2,20.0,-0.5,101.0,40.0,8.3,1610612737.0,Atlanta Hawks,15.3,38.0,0.463,2014.0
0,25.7,4.6,4.9,10.0,Atlanta Hawks,31.8,26.2,10.0,0.38,81.7,38.1,0.466,21.2,16.5,0.778,82.0,22.0,48.1,8.7,17.8,19.6,5.4,102.5,40.6,9.1,1610612737.0,Atlanta Hawks,14.2,60.0,0.732,2015.0
0,25.6,5.9,5.0,10.0,Atlanta Hawks,33.8,28.4,9.9,0.35,84.4,38.6,0.458,20.0,15.6,0.783,82.0,34.0,48.4,8.3,19.1,18.3,3.6,102.8,42.1,9.1,1610612737.0,Atlanta Hawks,15.0,48.0,0.585,2016.0
1,21.9,3.8,6.8,10.0,Boston Celtics,26.7,16.2,5.7,0.351,85.0,37.4,0.44,26.8,20.1,0.75,82.0,67.0,50.1,13.3,21.7,0.1,-7.3,100.6,40.0,9.9,1610612738.0,Boston Celtics,16.4,15.0,0.183,1997.0
1,22.1,4.5,5.0,10.0,Boston Celtics,24.9,15.2,5.1,0.332,84.6,36.7,0.434,24.0,17.4,0.726,82.0,46.0,48.1,14.6,26.8,0.2,-2.6,95.9,39.5,12.0,1610612738.0,Boston Celtics,16.2,36.0,0.439,1998.0
1,21.5,5.1,5.1,10.0,Boston Celtics,29.2,15.2,5.5,0.36,83.3,36.3,0.436,21.5,14.9,0.692,50.0,31.0,48.6,13.6,23.9,0.1,-1.9,93.0,42.8,9.1,1610612738.0,Boston Celtics,16.1,19.0,0.38,1999.0
1,21.2,3.5,5.8,10.0,Boston Celtics,29.5,15.4,5.1,0.331,83.9,37.2,0.444,26.5,19.8,0.745,82.0,47.0,48.1,13.5,27.1,2.3,-0.8,99.3,43.0,9.7,1610612738.0,Boston Celtics,15.4,35.0,0.427,2000.0
1,20.8,4.1,5.4,10.0,Boston Celtics,28.9,19.9,7.2,0.363,79.1,33.8,0.428,26.7,19.8,0.74,82.0,46.0,48.4,10.9,23.8,0.0,-2.1,94.6,39.8,9.4,1610612738.0,Boston Celtics,15.7,36.0,0.439,2001.0
1,21.0,3.6,5.8,10.0,Boston Celtics,31.3,23.7,8.5,0.359,82.1,34.8,0.424,23.9,18.3,0.764,82.0,33.0,48.4,10.9,21.7,0.0,2.2,96.4,42.2,9.7,1610612738.0,Boston Celtics,13.6,49.0,0.598,2002.0
1,19.2,3.7,4.5,10.0,Boston Celtics,30.1,26.3,8.8,0.334,79.4,32.9,0.415,24.3,18.0,0.742,82.0,38.0,48.4,10.4,21.4,0.0,-0.4,92.7,40.5,8.8,1610612738.0,Boston Celtics,14.0,44.0,0.537,2003.0
1,20.5,4.0,5.0,10.0,Boston Celtics,29.8,19.5,6.7,0.346,78.2,34.7,0.443,25.5,19.2,0.75,82.0,46.0,48.1,10.4,22.4,0.0,-1.5,95.3,40.1,9.4,1610612738.0,Boston Celtics,16.2,36.0,0.439,2004.0
1,22.1,5.2,4.9,10.0,Boston Celtics,29.7,15.3,5.3,0.349,79.4,37.1,0.468,28.3,21.6,0.764,82.0,37.0,48.5,11.1,24.4,0.0,0.9,101.3,40.8,8.1,1610612738.0,Boston Celtics,15.8,45.0,0.549,2005.0
1,20.9,5.1,4.9,10.0,Boston Celtics,29.7,15.7,5.7,0.362,77.1,36.0,0.467,26.9,20.3,0.755,82.0,49.0,48.5,9.9,24.8,22.4,-1.5,98.0,39.6,7.0,1610612738.0,Boston Celtics,16.6,33.0,0.402,2006.0
1,19.9,4.7,5.5,10.0,Boston Celtics,29.2,15.6,5.7,0.367,78.7,34.9,0.443,26.6,20.4,0.767,82.0,58.0,48.4,11.2,24.0,21.4,-3.4,95.8,40.4,7.2,1610612738.0,Boston Celtics,16.5,24.0,0.293,2007.0
1,22.4,4.6,4.7,10.0,Boston Celtics,31.9,19.1,7.3,0.381,76.7,36.4,0.475,26.5,20.5,0.771,82.0,16.0,48.2,10.1,22.7,22.2,10.3,100.5,42.0,8.5,1610612738.0,Boston Celtics,15.2,66.0,0.805,2008.0
1,22.7,4.7,4.7,10.0,Boston Celtics,31.5,16.5,6.6,0.397,77.2,37.5,0.486,25.3,19.4,0.765,82.0,20.0,48.5,10.6,23.1,22.2,7.5,100.9,42.1,7.6,1610612738.0,Boston Celtics,15.6,62.0,0.756,2009.0
1,23.5,4.9,4.7,10.0,Boston Celtics,29.9,17.5,6.1,0.348,76.8,37.1,0.483,25.5,19.0,0.746,82.0,32.0,48.2,8.7,22.1,21.7,3.7,99.2,38.6,8.5,1610612738.0,Boston Celtics,14.9,50.0,0.61,2010.0
1,23.4,4.2,4.4,10.0,Boston Celtics,31.0,13.6,5.0,0.365,75.8,36.9,0.486,23.1,17.8,0.77,82.0,26.0,48.2,7.8,20.5,20.2,5.4,96.5,38.8,8.2,1610612738.0,Boston Celtics,14.6,56.0,0.683,2011.0
1,23.6,5.5,4.6,10.0,Boston Celtics,31.1,15.0,5.5,0.367,77.1,35.5,0.46,19.8,15.4,0.778,66.0,27.0,48.3,7.7,19.9,18.4,2.5,91.8,38.8,7.5,1610612738.0,Boston Celtics,14.8,39.0,0.591,2012.0
1,22.8,4.5,4.7,10.0,Boston Celtics,31.3,17.2,6.1,0.358,79.7,37.0,0.465,21.0,16.3,0.776,81.0,40.0,49.0,8.1,21.2,19.4,-0.2,96.5,39.3,8.2,1610612738.0,Boston Celtics,14.6,41.0,0.506,2013.0
1,21.0,4.2,4.5,10.0,Boston Celtics,30.5,21.1,7.0,0.333,83.9,36.5,0.435,20.8,16.2,0.777,82.0,57.0,48.1,12.0,21.3,19.1,-4.5,96.2,42.5,7.1,1610612738.0,Boston Celtics,15.4,25.0,0.305,2014.0
1,24.5,3.6,5.3,10.0,Boston Celtics,32.7,24.6,8.0,0.327,87.9,38.9,0.443,20.5,15.4,0.754,82.0,42.0,48.5,11.1,21.2,18.8,0.2,101.4,43.8,8.2,1610612738.0,Boston Celtics,13.8,40.0,0.488,2015.0
1,24.2,4.2,5.5,10.0,Boston Celtics,33.3,26.1,8.7,0.335,89.2,39.2,0.439,23.5,18.5,0.788,82.0,34.0,48.2,11.6,21.9,21.0,3.2,105.7,44.9,9.2,1610612738.0,Boston Celtics,13.7,48.0,0.585,2016.0
2,20.3,4.8,4.8,10.0,Brooklyn Nets,30.0,21.5,7.7,0.357,79.8,35.9,0.45,23.9,17.5,0.731,82.0,33.0,48.4,12.8,18.3,21.4,1.8,96.9,42.8,7.3,1610612751.0,Brooklyn Nets,14.7,49.0,0.598,2013.0
2,20.9,3.8,4.1,10.0,Brooklyn Nets,29.4,23.4,8.6,0.369,77.9,35.7,0.459,24.4,18.4,0.753,82.0,38.0,48.5,8.8,21.7,20.8,-1.0,98.5,38.1,8.6,1610612751.0,Brooklyn Nets,14.5,44.0,0.537,2014.0
2,20.9,4.1,4.5,10.0,Brooklyn Nets,32.0,19.9,6.6,0.331,83.0,37.4,0.451,22.2,16.6,0.748,82.0,44.0,48.6,10.3,19.3,20.0,-2.9,98.0,42.4,7.0,1610612751.0,Brooklyn Nets,13.8,38.0,0.463,2015.0
2,22.3,4.0,5.2,10.0,Brooklyn Nets,31.9,18.4,6.5,0.352,84.4,38.2,0.453,20.7,15.7,0.757,82.0,61.0,48.2,10.5,18.0,18.4,-7.4,98.6,42.4,7.6,1610612751.0,Brooklyn Nets,14.8,21.0,0.256,2016.0
2,21.9,5.4,5.4,10.0,Charlotte Bobcats,28.5,10.7,3.9,0.363,83.6,36.1,0.432,25.6,18.1,0.709,82.0,64.0,48.5,13.2,23.1,0.0,-6.0,94.3,41.7,8.5,1610612766.0,Charlotte Bobcats,14.5,18.0,0.22,2005.0
2,20.9,4.3,5.4,10.0,Charlotte Bobcats,27.7,15.4,5.2,0.339,83.5,36.1,0.433,26.7,19.4,0.729,82.0,56.0,48.5,12.1,23.9,23.5,-4.0,96.9,39.8,10.0,1610612766.0,Charlotte Bobcats,14.2,26.0,0.317,2006.0
2,22.4,4.5,5.3,10.0,Charlotte Bobcats,28.6,15.6,5.6,0.357,81.0,36.1,0.446,26.0,19.1,0.734,82.0,49.0,48.8,11.2,24.2,21.8,-3.7,96.9,39.8,7.8,1610612766.0,Charlotte Bobcats,14.9,33.0,0.402,2007.0
2,21.3,4.9,5.8,10.0,Charlotte Bobcats,29.8,17.6,6.5,0.367,79.9,36.1,0.452,25.8,18.4,0.714,82.0,50.0,48.5,10.9,21.7,21.0,-4.4,97.1,40.6,7.5,1610612766.0,Charlotte Bobcats,14.7,32.0,0.39,2008.0
2,21.2,4.8,6.0,10.0,Charlotte Bobcats,28.9,16.3,6.0,0.366,76.8,35.0,0.455,24.0,17.7,0.74,82.0,47.0,48.6,10.8,21.4,20.9,-1.3,93.6,39.7,7.1,1610612766.0,Charlotte Bobcats,15.6,35.0,0.427,2009.0
2,20.2,5.4,6.1,10.0,Charlotte Bobcats,30.4,16.2,5.6,0.346,76.9,34.9,0.453,26.6,20.0,0.751,82.0,38.0,48.5,10.5,19.5,22.0,1.5,95.3,40.8,7.7,1610612766.0,Charlotte Bobcats,15.7,44.0,0.537,2010.0
2,21.1,5.3,6.0,10.0,Charlotte Bobcats,29.8,14.7,4.8,0.327,77.6,35.0,0.451,24.4,18.4,0.756,82.0,48.0,48.3,10.3,20.0,21.1,-4.0,93.3,40.1,6.4,1610612766.0,Charlotte Bobcats,14.5,34.0,0.415,2011.0
2,20.1,5.5,5.7,10.0,Charlotte Bobcats,28.7,13.5,4.0,0.295,80.2,33.2,0.414,22.2,16.5,0.746,66.0,59.0,48.2,10.3,18.9,20.3,-13.9,87.0,39.0,6.0,1610612766.0,Charlotte Bobcats,14.5,7.0,0.106,2012.0
3,19.4,5.8,6.9,10.0,Charlotte Bobcats,29.1,17.1,5.7,0.335,81.1,34.4,0.425,25.1,18.9,0.75,82.0,61.0,48.3,11.2,19.0,21.3,-9.2,93.4,40.3,7.2,1610612766.0,Charlotte Bobcats,14.1,21.0,0.256,2013.0
3,21.7,5.1,5.1,10.0,Charlotte Bobcats,33.2,17.9,6.3,0.351,82.1,36.3,0.442,24.4,18.0,0.737,82.0,39.0,48.5,9.5,18.2,20.9,-0.2,96.9,42.7,6.1,1610612766.0,Charlotte Bobcats,12.3,43.0,0.524,2014.0
2,24.6,4.3,4.1,10.0,Charlotte Hornets,28.0,16.9,7.2,0.428,77.3,36.4,0.471,24.2,18.8,0.777,82.0,28.0,49.8,11.1,19.9,0.2,1.9,98.9,39.1,7.3,1610612766.0,Charlotte Hornets,14.7,54.0,0.659,1997.0
2,23.7,3.8,4.5,10.0,Charlotte Hornets,28.5,11.0,4.2,0.383,77.4,36.2,0.468,26.7,20.0,0.751,82.0,31.0,48.2,12.0,21.4,0.3,2.0,96.6,40.6,8.4,1610612766.0,Charlotte Hornets,15.2,51.0,0.622,1998.0
2,22.2,4.9,4.6,10.0,Charlotte Hornets,29.9,14.7,5.4,0.365,74.4,33.4,0.449,27.7,20.7,0.747,50.0,24.0,48.6,9.6,22.0,0.1,-0.1,92.9,39.5,8.9,1610612766.0,Charlotte Hornets,15.9,26.0,0.52,1999.0
2,24.7,5.9,5.1,10.0,Charlotte Hornets,32.1,12.2,4.1,0.339,79.7,35.8,0.449,30.0,22.7,0.758,82.0,33.0,48.2,10.8,20.4,2.2,2.7,98.4,42.9,8.9,1610612766.0,Charlotte Hornets,14.7,49.0,0.598,2000.0
2,23.2,5.5,4.6,10.0,Charlotte Hornets,31.8,12.0,4.1,0.346,79.3,34.1,0.431,26.2,19.5,0.745,82.0,36.0,48.5,12.6,21.4,0.0,2.1,91.9,44.4,8.1,1610612766.0,Charlotte Hornets,14.4,46.0,0.561,2001.0
2,21.5,5.6,5.1,10.0,Charlotte Hornets,30.5,12.1,4.2,0.348,80.2,35.3,0.44,25.7,19.1,0.745,82.0,38.0,48.2,12.9,21.3,0.2,1.0,93.9,43.5,8.0,1610612766.0,Charlotte Hornets,14.0,44.0,0.537,2002.0
3,20.2,5.5,5.4,10.0,Charlotte Hornets,34.1,19.1,6.1,0.318,84.5,35.5,0.42,22.8,17.0,0.748,82.0,49.0,48.5,10.0,18.2,20.8,-3.2,94.2,44.1,6.1,1610612766.0,Charlotte Hornets,11.9,33.0,0.402,2015.0
3,21.7,5.3,5.5,10.0,Charlotte Hornets,35.0,29.4,10.6,0.362,84.4,37.0,0.439,23.7,18.7,0.79,82.0,34.0,48.4,9.0,18.1,20.4,2.7,103.4,43.9,7.3,1610612766.0,Charlotte Hornets,12.5,48.0,0.585,2016.0
3,26.1,4.0,3.5,10.0,Chicago Bulls,30.0,17.1,6.4,0.373,84.4,40.0,0.473,22.5,16.8,0.747,82.0,13.0,49.6,15.1,18.4,0.2,10.8,103.1,45.1,8.7,1610612741.0,Chicago Bulls,13.5,69.0,0.841,1997.0
3,23.8,4.3,4.3,10.0,Chicago Bulls,29.7,11.7,3.8,0.323,82.9,37.4,0.451,24.5,18.2,0.743,82.0,20.0,48.4,15.2,20.6,0.2,7.1,96.7,44.9,8.5,1610612741.0,Chicago Bulls,14.4,62.0,0.756,1998.0
3,20.3,3.4,5.7,10.0,Chicago Bulls,27.9,12.2,3.5,0.29,76.7,30.8,0.401,23.7,16.8,0.709,50.0,37.0,48.3,11.5,22.2,0.1,-9.5,81.9,39.3,8.7,1610612741.0,Chicago Bulls,15.5,13.0,0.26,1999.0
3,20.0,4.7,5.6,10.0,Chicago Bulls,28.3,12.6,4.1,0.329,75.4,31.3,0.415,25.5,18.1,0.709,82.0,65.0,48.3,12.6,23.3,2.6,-9.4,84.8,40.9,7.9,1610612741.0,Chicago Bulls,19.0,17.0,0.207,2000.0
3,22.1,4.6,5.2,10.0,Chicago Bulls,27.6,11.6,4.0,0.346,78.2,33.2,0.424,23.3,17.2,0.739,82.0,67.0,48.4,11.3,23.2,0.0,-9.1,87.6,38.9,8.2,1610612741.0,Chicago Bulls,15.8,15.0,0.183,2001.0
3,22.2,4.4,4.9,10.0,Chicago Bulls,28.8,10.6,3.7,0.346,79.2,34.3,0.433,23.9,17.2,0.722,82.0,61.0,48.3,11.3,22.4,0.2,-8.5,89.5,40.0,7.7,1610612741.0,Chicago Bulls,15.3,21.0,0.256,2002.0
2,21.7,5.6,5.0,10.0,Chicago Bulls,31.0,12.2,4.3,0.35,81.9,36.5,0.445,24.6,17.7,0.722,82.0,52.0,48.6,12.0,24.7,0.1,-5.1,95.0,43.0,7.4,1610612741.0,Chicago Bulls,16.9,30.0,0.366,2003.0
2,21.9,4.8,5.4,10.0,Chicago Bulls,30.7,15.3,5.2,0.342,82.4,34.1,0.414,22.4,16.2,0.726,82.0,59.0,48.4,12.8,23.3,0.0,-6.4,89.7,43.5,8.0,1610612741.0,Chicago Bulls,16.1,23.0,0.28,2004.0
3,21.3,4.5,5.3,10.0,Chicago Bulls,31.6,17.5,6.2,0.357,80.4,34.7,0.432,25.0,18.7,0.75,82.0,35.0,48.4,12.2,24.7,0.0,1.1,94.5,43.8,7.0,1610612741.0,Chicago Bulls,16.7,47.0,0.573,2005.0
3,22.0,4.2,5.1,10.0,Chicago Bulls,31.7,18.0,6.8,0.379,82.2,36.6,0.446,24.0,17.7,0.738,82.0,41.0,48.5,11.0,24.9,23.0,0.6,97.8,42.8,6.2,1610612741.0,Chicago Bulls,14.9,41.0,0.5,2006.0
3,22.3,5.4,5.3,10.0,Chicago Bulls,31.7,15.1,5.9,0.388,81.3,37.1,0.457,25.4,18.6,0.734,82.0,33.0,48.2,12.0,23.3,23.2,5.0,98.8,43.7,7.8,1610612741.0,Chicago Bulls,16.0,49.0,0.598,2007.0
3,22.1,5.2,5.7,10.0,Chicago Bulls,30.2,15.9,5.8,0.363,83.7,36.4,0.435,24.7,18.7,0.756,82.0,49.0,48.3,12.8,21.8,21.3,-3.1,97.3,43.0,7.7,1610612741.0,Chicago Bulls,14.6,33.0,0.402,2008.0
3,21.1,5.5,5.5,10.0,Chicago Bulls,30.3,15.8,6.0,0.381,83.5,38.1,0.457,25.0,19.9,0.796,82.0,41.0,48.6,11.8,20.8,20.8,-0.3,102.2,42.1,7.5,1610612741.0,Chicago Bulls,14.5,41.0,0.5,2009.0
3,20.8,5.8,5.3,10.0,Chicago Bulls,33.1,13.0,4.3,0.33,83.2,37.6,0.451,23.9,18.0,0.754,82.0,41.0,48.5,11.4,20.1,20.0,-1.6,97.5,44.5,6.5,1610612741.0,Chicago Bulls,14.3,41.0,0.5,2010.0
3,22.3,5.7,5.8,10.0,Chicago Bulls,32.4,17.3,6.2,0.361,80.3,37.1,0.462,24.5,18.2,0.743,82.0,20.0,48.4,11.8,20.0,20.1,7.3,98.6,44.2,7.2,1610612741.0,Chicago Bulls,14.2,62.0,0.756,2011.0
3,23.1,5.9,5.2,10.0,Chicago Bulls,32.8,16.9,6.3,0.375,82.8,37.4,0.452,21.1,15.2,0.722,66.0,16.0,48.3,13.9,17.3,17.7,8.2,96.3,46.7,6.9,1610612741.0,Chicago Bulls,14.0,50.0,0.758,2012.0
4,23.0,5.1,5.8,10.0,Chicago Bulls,30.7,15.4,5.4,0.353,81.7,35.7,0.437,21.2,16.4,0.773,82.0,37.0,48.4,12.5,19.7,19.6,0.3,93.2,43.2,7.2,1610612741.0,Chicago Bulls,14.3,45.0,0.549,2013.0
4,22.7,5.2,6.0,10.0,Chicago Bulls,32.7,17.8,6.2,0.348,80.2,34.7,0.432,23.3,18.1,0.779,82.0,34.0,48.6,11.4,19.1,20.9,1.9,93.7,44.1,7.2,1610612741.0,Chicago Bulls,14.9,48.0,0.585,2014.0
4,21.7,5.8,5.4,10.0,Chicago Bulls,34.0,22.3,7.9,0.353,82.9,36.6,0.442,25.2,19.7,0.783,82.0,32.0,48.5,11.7,18.2,21.2,3.0,100.8,45.7,6.3,1610612741.0,Chicago Bulls,14.0,50.0,0.61,2015.0
4,22.8,5.7,5.7,10.0,Chicago Bulls,35.2,21.4,7.9,0.371,87.4,38.6,0.441,21.0,16.5,0.787,82.0,40.0,48.5,11.1,18.8,18.7,-1.5,101.6,46.3,6.0,1610612741.0,Chicago Bulls,13.9,42.0,0.512,2016.0
4,20.9,3.8,4.3,10.0,Cleveland Cavaliers,26.3,15.7,5.9,0.376,72.8,33.0,0.453,21.6,15.6,0.723,82.0,40.0,50.2,11.1,21.1,0.2,1.8,87.5,37.4,8.0,1610612739.0,Cleveland Cavaliers,14.5,42.0,0.512,1997.0
4,23.1,5.1,5.5,10.0,Cleveland Cavaliers,28.4,9.8,3.6,0.372,75.7,34.4,0.454,26.7,20.2,0.756,82.0,35.0,48.4,11.6,23.6,0.1,2.7,92.5,40.1,9.9,1610612739.0,Cleveland Cavaliers,17.3,47.0,0.573,1998.0
4,21.9,4.1,5.6,10.0,Cleveland Cavaliers,26.3,10.7,3.6,0.341,71.2,31.2,0.439,27.1,20.3,0.749,50.0,28.0,48.2,9.4,24.2,0.1,-1.7,86.4,35.8,9.0,1610612739.0,Cleveland Cavaliers,15.7,22.0,0.44,1999.0
4,23.7,4.4,6.1,10.0,Cleveland Cavaliers,30.5,11.2,4.2,0.373,82.1,36.3,0.442,26.9,20.2,0.75,82.0,50.0,48.4,12.3,27.1,3.0,-3.5,97.0,42.8,8.7,1610612739.0,Cleveland Cavaliers,17.4,32.0,0.39,2000.0
4,20.8,5.3,6.6,10.0,Cleveland Cavaliers,29.8,8.0,2.7,0.334,79.7,35.2,0.442,24.9,19.0,0.765,82.0,52.0,48.4,12.4,23.2,0.0,-4.2,92.2,42.1,7.8,1610612739.0,Cleveland Cavaliers,16.5,30.0,0.366,2001.0
4,23.1,5.7,5.6,10.0,Cleveland Cavaliers,30.3,12.5,4.7,0.377,80.3,36.0,0.448,24.1,18.6,0.772,82.0,53.0,48.4,11.8,21.4,0.1,-3.3,95.3,42.1,7.0,1610612739.0,Cleveland Cavaliers,14.6,29.0,0.354,2002.0
3,20.9,6.4,6.0,10.0,Cleveland Cavaliers,31.0,10.9,3.6,0.327,82.3,34.8,0.422,24.5,18.3,0.747,82.0,65.0,48.4,13.6,22.7,0.1,-9.6,91.4,44.6,7.8,1610612739.0,Cleveland Cavaliers,18.3,17.0,0.207,2003.0
3,22.0,6.5,5.3,10.0,Cleveland Cavaliers,31.9,9.6,3.0,0.314,82.4,35.6,0.433,24.7,18.6,0.753,82.0,47.0,48.4,13.6,21.3,0.0,-2.6,92.9,45.6,7.1,1610612739.0,Cleveland Cavaliers,14.8,35.0,0.427,2004.0
4,22.6,5.6,5.1,10.0,Cleveland Cavaliers,28.7,11.0,3.7,0.332,81.5,36.5,0.447,26.5,19.9,0.752,82.0,40.0,48.4,13.6,22.6,0.0,0.8,96.5,42.3,8.0,1610612739.0,Cleveland Cavaliers,13.9,42.0,0.512,2005.0
4,19.0,4.8,4.4,10.0,Cleveland Cavaliers,30.6,17.9,6.1,0.339,78.2,35.5,0.454,28.3,20.6,0.729,82.0,32.0,48.4,11.7,21.1,22.5,2.2,97.6,42.3,6.9,1610612739.0,Cleveland Cavaliers,13.9,50.0,0.61,2006.0
4,20.8,4.3,4.3,10.0,Cleveland Cavaliers,30.8,17.1,6.0,0.352,81.2,36.3,0.447,26.0,18.1,0.696,82.0,32.0,48.5,12.7,21.7,22.0,3.8,96.8,43.5,7.6,1610612739.0,Cleveland Cavaliers,14.4,50.0,0.61,2007.0
4,20.0,5.2,4.7,10.0,Cleveland Cavaliers,31.3,18.8,6.7,0.358,81.7,35.8,0.439,25.1,18.0,0.717,82.0,37.0,48.4,13.3,20.9,20.3,-0.4,96.4,44.6,7.1,1610612739.0,Cleveland Cavaliers,14.0,45.0,0.549,2008.0
4,20.3,5.3,4.1,10.0,Cleveland Cavaliers,31.4,20.4,8.0,0.393,78.7,36.9,0.468,24.5,18.6,0.757,82.0,16.0,48.2,10.8,20.3,20.3,8.9,100.3,42.2,7.2,1610612739.0,Cleveland Cavaliers,12.7,66.0,0.805,2009.0
4,22.4,5.2,4.0,10.0,Cleveland Cavaliers,32.8,19.3,7.3,0.381,77.9,37.8,0.485,26.6,19.1,0.72,82.0,21.0,48.2,9.6,19.4,20.8,6.5,102.1,42.5,6.9,1610612739.0,Cleveland Cavaliers,13.9,61.0,0.744,2010.0
