lat,lng
37.77908136,-122.4877179
37.3233881,-122.04799
37.78779451,-122.2212778
37.75970564,-122.4140888
37.81018128,-122.3001478
37.53906489,-121.9604305
37.76598126,-122.4019862
37.59619233,-122.4623922
37.77691062,-122.4156737
37.26152803,-121.8487858
37.36854853,-121.8242079
37.87685543,-122.2937796
37.40669809,-121.9410795
37.25287219,-121.8660804
37.37111215,-121.9114637
38.00800049,-121.8564823
37.95663622,-121.9717637
37.7553773,-121.9086968
37.35589014,-121.9633285
37.62582049,-122.066231
37.76274859,-122.4053268
37.3559066,-121.8220262
37.26802173,-121.8659228
37.61262441,-122.3899677
37.75185262,-122.1996328
37.55851933,-122.3160155
37.66297585,-122.4632058
37.53887797,-122.2804533
37.5504929,-122.0218719
37.23679737,-121.9320201
37.55482937,-122.3205433
37.90496837,-122.2995847
37.7759665,-122.4762306
37.96761011,-122.0738861
37.65033418,-122.4066035
37.30560872,-121.8070271
37.76918078,-122.420717
37.65346668,-122.4438942
37.33215491,-121.9015419
37.6062786,-122.0207269
37.76683043,-122.415652
37.94467072,-122.3413078
37.25895497,-121.8033614
37.71870069,-122.4797713
37.803259,-122.270802
37.78859393,-122.4038578
37.60683267,-122.4128534
37.42555593,-122.0794919
37.80025782,-122.4013459
37.93005805,-122.3533111
37.71333238,-122.386426
37.37488378,-121.8344243
37.34534654,-121.9384298
37.34395441,-121.8070083
37.39586154,-121.9612852
37.78439671,-122.4062971
37.2842647,-121.8342687
37.66030398,-122.4053403
37.32512895,-121.8813642
37.70924645,-122.4379207
37.4096381,-121.9370867
37.3146416,-121.8002412
37.7919969,-122.199124
37.77506616,-122.2245029
37.43331935,-122.1336292
37.72532022,-122.1751973
37.3075785,-121.922684
37.60303686,-122.0681244
37.6418056,-122.065106
37.43623489,-121.9178652
37.53356293,-122.2983702
37.26732232,-121.9301478
37.3803319,-121.8694308
37.85988064,-122.4852411
37.80431612,-122.4479171
37.80161233,-122.274667
37.6846787,-122.154486
37.61642405,-122.3862791
37.5828521,-122.3300582
37.75835984,-122.4073514
37.67467265,-122.1208814
37.78204772,-122.4304381
37.71471987,-122.4542183
37.67875669,-121.8905745
37.8266499,-122.4216199
37.7792335,-122.2732169
37.61642405,-122.3862791
37.80145321,-122.4420407
37.92106736,-121.7562176
37.22212844,-121.8794809
37.4793799,-122.1351392
37.77667536,-122.4489788
37.80110369,-122.4584949
37.5392002,-122.0501041
37.76599051,-122.464971
37.64604545,-122.4633561
37.61558329,-122.0331964
37.61642405,-122.3862791
37.51051596,-122.2495563
37.3076379,-121.9223238
37.44512835,-122.1622756
37.75973528,-122.1791803
37.223311,-121.983691
37.44288106,-122.1719858
37.97291716,-122.351976
37.43316667,-121.8911667
37.386387,-121.993909
37.71779876,-121.9428834
37.70531534,-121.8985352
37.30340236,-121.9823472
37.4155281,-121.878421
37.59692267,-122.0577129
37.33393889,-121.8628409
37.63207053,-121.8139036
37.77388179,-122.412656
37.33024867,-121.7983166
37.326443,-121.969084
37.28526,-121.94044
37.76776652,-122.4111178
37.65969694,-122.0643183
37.78802878,-122.3892891
37.80809019,-122.2706143
37.69730617,-121.7881014
37.61745317,-122.3813309
37.31780084,-121.8253517
37.68197687,-122.1166971
37.69036343,-122.1083289
37.25845489,-121.9468331
37.40578484,-122.0619706
37.42630571,-122.0803185
37.79895443,-122.2310536
37.69008909,-122.1138693
37.78229625,-122.4067377
37.77575666,-122.4973613
37.3142339,-121.8921706
37.39235679,-122.078937
37.36184254,-121.9501913
37.23203561,-121.9681799
37.32648353,-121.7908321
37.51363966,-122.4638932
37.2671572,-121.8348283
37.80029204,-122.2402439
37.33562025,-121.8414764
37.744518,-122.417777
37.31973274,-121.9572309
37.79770574,-122.4008468
37.7513225,-122.2009909
37.25326904,-121.8857907
37.34362356,-121.9357993
37.76703237,-121.9835749
37.61642405,-122.3862791
37.45923241,-122.1708706
37.69947132,-122.122084
37.7625706,-122.4352026
37.6785451,-122.4872284
37.7330992,-122.3767651
37.7438794,-122.4588245
37.26975856,-121.9253107
37.5762839,-122.3126187
37.38036806,-122.1509976
37.8890364,-122.29297
37.68272698,-122.4067787
37.9801195,-122.0411469
37.61284363,-122.3839201
37.68256169,-122.1410642
37.76050607,-122.4429803
37.800626,-122.457991
37.98140979,-121.8491504
37.791783,-122.410674
37.33315306,-121.8914238
37.93462209,-122.0645583
37.8457862,-122.2664516
37.77617855,-122.4208079
37.71782901,-122.1536367
37.93447622,-122.031647
37.77409772,-122.1853206
37.77188746,-122.4327533
37.26147491,-121.8486561
37.77203681,-122.4219362
37.686554,-122.492239
37.61642405,-122.3862791
37.45011963,-121.9008856
37.67594609,-122.1052771
37.61177627,-122.385358
37.35569894,-121.8187988
37.72103241,-122.3896404
37.33711836,-121.8338149
37.31793739,-121.8251899
37.78140601,-122.4988731
37.37227382,-121.929181
37.78037461,-122.4741585
37.6868891,-122.0781895
37.61642405,-122.3862791
37.65333911,-121.8030404
37.62010931,-122.3878809
37.64542949,-122.1131016
37.50517657,-121.9337524
37.76265287,-122.2379735
37.62406653,-122.4060885
37.68302535,-122.129278
37.60818086,-122.3972448
37.77260483,-122.4032836
37.66524041,-121.7925479
37.72157272,-122.4474122
37.8102747,-121.989966
37.76656737,-122.425313
37.41452468,-122.0773932
37.92730622,-122.5163747
37.72205505,-122.4804661
37.54810922,-122.3276157
37.68451374,-122.06495
37.8701026,-122.2680242
37.7528096,-122.4119613
37.34623041,-121.9412986
37.3958491,-121.8688719
37.78615898,-122.397478
37.7272061,-122.0611834
37.36792375,-121.8315064
37.22296984,-121.9761374
37.52103891,-121.9638687
37.7883737,-122.4743023
37.55124455,-122.2770947
37.3519683,-122.0143111
37.29633499,-121.9090245
37.95775517,-121.8066172
37.32771467,-121.8423272
37.72631032,-122.4463457
37.56840608,-122.0234008
37.70189791,-122.1115375
37.79999739,-122.3979467
37.64871699,-122.4311098
37.79542791,-122.3936284
37.92932972,-122.0579425
37.7810333,-122.4086183
37.28029583,-121.8904008
37.5933776,-122.4917697
37.77549388,-122.1780466
37.26961994,-121.9306032
37.73556481,-122.5060867
37.98310889,-122.1234448
37.79925389,-122.4315515
37.79450082,-122.3977584
37.3273622,-121.8072603
37.94970565,-122.1751552
37.76144805,-122.4832028
37.58275854,-122.3300784
37.70816961,-122.1394581
37.61642405,-122.3862791
37.2207005,-121.8651177
37.78532367,-122.4066713
37.68393237,-122.0635228
37.236936,-121.802356
37.78486764,-122.4086238
37.78572046,-122.4106958
37.25065899,-121.8185337
37.75022285,-122.2026708
37.42397097,-122.0781604
37.97803118,-121.7683069
37.74510093,-122.1687827
37.80657079,-122.4749452
37.8202576,-122.251982
37.62952084,-122.0776345
37.63311102,-122.0948351
37.54804326,-121.9892368
37.78765311,-122.4090648
37.70077326,-122.151191
37.9980662,-121.7240125
37.2715992,-121.901289
37.78678264,-122.414876
37.623724,-122.0902213
37.77164051,-122.4371245
37.71897472,-122.4681101
37.31193602,-121.9248455
37.33365673,-121.8796553
37.74731532,-122.4807104
37.70150467,-122.0957675
37.33022525,-121.8860991
37.5745324,-122.0663443
37.86747419,-122.2600262
37.658744,-122.061828
37.41696981,-121.9032546
37.26165404,-121.8488621
37.52261178,-122.0120569
37.78687836,-122.2183403
37.79133953,-122.3973532
37.5182378,-121.9969262
37.78704696,-122.4047649
37.40963925,-121.9370499
37.77609616,-122.4319708
37.54203196,-122.2668088
37.78310913,-122.3938628
37.61642405,-122.3862791
37.702141,-121.9321213
37.88119847,-122.2658569
37.78775017,-122.4076282
37.84111735,-122.109738
37.69117989,-122.4615825
37.3297862,-121.874564
37.61642405,-122.3862791
37.23433711,-121.7715715
37.74028107,-122.4814467
37.28575743,-121.9277464
38.00761118,-122.2659729
37.78535964,-122.4016964
37.97841689,-122.348698
37.79404612,-122.3819933
37.41300413,-122.1515862
37.68046743,-122.0811113
37.75091286,-122.1556908
37.7943986,-122.2744016
37.70382071,-122.1153286
37.5578933,-121.9699201
37.96384596,-121.738308
37.65652214,-122.0695493
37.34518996,-121.9354048
37.36662498,-121.9263044
37.73858292,-122.1700286
37.7106097,-122.4208159
37.70738387,-122.1355711
37.7612437,-122.4305771
37.79329902,-122.3991541
37.69896022,-121.8174925
37.36518911,-121.9239587
37.76766224,-121.9108886
37.65552343,-122.0691634
37.80467554,-122.4194882
37.60327143,-122.3893001
37.71268965,-122.3961847
37.75561423,-122.40973
37.78174718,-122.4098645
37.58707685,-122.4000291
37.788535,-122.40771
37.93363142,-122.3360036
37.50946139,-121.9587509
37.90848124,-122.5771716
37.76265415,-122.4207488
37.74041048,-122.1520591
37.76949962,-122.5099218
37.82818621,-122.2677675
37.54876573,-121.987204
37.52814062,-122.0056951
37.86779275,-122.2594197
37.65890334,-122.4007207
37.57691815,-122.3474124
37.60643276,-122.4965267
37.7701671,-122.413964
37.25225369,-121.822902
37.9897299,-122.2996184
37.91393009,-121.9966433
37.78275233,-122.3932292
37.74735045,-122.1530201
37.76746631,-122.406616
37.76510582,-122.4039511
37.7885491,-122.4085024
37.78643,-122.40886
37.6601502,-122.0531446
37.76008059,-122.391536
37.86155818,-122.2907495
37.29562609,-121.7694009
37.80661737,-122.2662389
37.36999096,-121.8316436
37.56155866,-122.0588748
37.75648759,-122.4193648
38.0099595,-121.8938758
37.6814495,-121.9166024
37.78521293,-122.4277129
37.30547613,-121.7956229
37.3194313,-121.8319618
37.79124035,-122.3972091
37.7138961,-122.1090044
37.3297179,-121.8816102
37.43015832,-122.1637913
37.89954912,-122.1513115
37.69286218,-122.4766001
37.38330392,-122.0215722
37.67672742,-122.1044236
37.94458082,-122.3414091
37.35293494,-121.8166551
37.79760966,-122.4063837
37.31480142,-121.9939416
37.45032049,-122.2064824
37.77219938,-122.4435378
37.32621389,-121.897658
37.7789894,-122.2827387
37.6564991,-122.4041861
37.7273481,-122.3922901
38.00673488,-121.8601618
37.78432123,-122.4329391
37.61642405,-122.3862791
37.39067,-121.97407
37.528452,-122.285891
37.77534647,-122.3971939
37.99727881,-122.2542881
37.29701598,-121.8455117
37.76004755,-122.5081203
37.7891922,-122.4152222
37.59679434,-122.0274394
37.65505314,-122.4303306
37.71666844,-121.9243419
37.70319751,-121.8993395
37.72676376,-122.4774946
37.40960893,-121.9370402
37.3649708,-121.8423791
37.7785099,-122.4174684
37.80574405,-122.414538
37.3076129,-121.9226886
37.28695197,-121.9416543
37.79761849,-122.4047847
37.71106943,-121.8012845
37.668592,-122.0942972
37.80241007,-122.1866563
37.957856,-121.8056265
37.26094874,-121.9055047
37.96741019,-122.0408695
37.52894282,-122.0216418
37.7278942,-122.3919164
37.839791,-122.1095387
37.62217914,-122.4105557
37.97302993,-122.036803
37.7755206,-122.4494134
37.89337617,-122.5135721
37.74881762,-122.4120671
37.8084424,-122.4149835
37.7800639,-122.214696
37.64764338,-122.4294848
37.97294956,-122.3520485
37.64282632,-122.0909604
37.29152888,-121.978578
37.30436762,-121.8055412
37.87027279,-122.2582253
37.39023523,-121.8189701
37.61943065,-122.4159204
37.28822002,-121.9820177
37.4197897,-122.0824099
37.38760471,-121.9925255
37.853671,-122.478389
37.96950581,-121.7202083
37.3218738,-121.9255342
37.55723025,-122.3366255
37.5859251,-122.0747494
37.65676194,-122.4760589
37.5879034,-122.3577584
37.99488787,-122.033344
37.8106043,-122.2506534
37.61642405,-122.3862791
37.8053023,-122.2912329
37.78550888,-122.4107308
37.3362234,-121.8822621
37.63158814,-122.4011286
37.32711294,-121.8870644
37.7595377,-122.40991
37.77626597,-122.4205373
37.61514149,-122.3900361
37.69645132,-122.4828876
37.60126249,-122.0488289
37.51480984,-122.2622868
37.59858334,-122.3802658
37.64266896,-122.0912713
37.7729845,-122.401876
37.46719477,-121.9072748
37.29337546,-121.9912053
37.38685154,-121.8966358
37.71683018,-122.4300059
37.77666667,-122.4385
37.34121172,-122.0316067
37.99764427,-122.5324209
37.70934883,-122.4379228
37.5736268,-122.3257154
37.57306562,-122.027904
37.25738946,-122.0095191
37.79946221,-122.2497715
37.45909604,-122.1328985
37.62222821,-122.4100905
37.89462116,-122.0377057
37.63845189,-122.0973318
37.59845845,-122.0124734
37.32619182,-122.0053515
37.70885816,-122.1052717
37.36933757,-122.0386388
37.94491,-122.057397
37.54158029,-122.2626048
37.78959339,-122.3888576
37.45147174,-122.1256429
37.30333426,-121.9822855
37.8074826,-122.2703487
37.45045028,-121.902413
37.68192345,-122.1167004
37.95674775,-122.0417538
37.6047539,-122.39618
37.3220469,-121.7844515
37.79223627,-122.433915
37.87796675,-122.4734553
37.52355101,-122.2611497
37.6532135,-122.0532102
37.75233876,-122.4419963
37.332331,-122.031219
37.80075036,-122.4326212
37.85605197,-122.4793103
37.63279094,-122.4722445
37.80642709,-122.3178824
37.39583334,-121.9611801
37.76991223,-122.4475996
37.33663753,-121.8269715
37.7890982,-122.4033963
37.405279,-121.8566312
37.779762,-122.394949
37.7476487,-122.4856224
37.77388179,-122.412656
37.38342037,-122.0215775
37.64867039,-122.4311201
37.82385692,-122.2807806
37.7310751,-122.4222422
37.76288521,-122.4836432
37.89215283,-122.2914614
37.33504469,-121.8770415
37.23118703,-121.8330784
37.31996743,-121.8330236
37.78098289,-122.5045027
37.30785744,-121.7869097
37.75293988,-122.4503632
37.7859748,-122.4108329
37.80217919,-122.2395826
37.77460903,-122.3957548
37.6258015,-122.0662403
37.59134,-122.34826
37.24840587,-121.8421269
37.39153135,-121.9818198
37.3076854,-121.9224224
37.73146129,-122.4211067
37.78865044,-122.4135353
37.64082663,-122.0838369
37.63801863,-122.1128991
37.3496534,-121.8413964
37.65275218,-122.0518064
37.92936268,-122.514459
37.55796924,-122.2806915
37.71303138,-122.0680529
37.65653551,-122.0773047
37.2357075,-121.8284173
37.58492069,-122.3752328
37.65026802,-122.4468455
37.54492355,-122.0335835
37.76335262,-122.4570889
37.72474858,-122.4845809
37.48450089,-122.2277222
37.7188146,-122.4853321
37.25514025,-121.8337941
37.7622997,-122.50097
37.92861674,-122.3667683
37.8047658,-122.2576618
37.765037,-122.3964608
37.91065615,-122.3144145
37.78637329,-122.3988554
37.69443272,-122.0864614
37.33458556,-121.8799801
37.23735753,-121.8174346
37.46125704,-122.1348839
37.55880977,-122.00864
37.3751812,-121.9169129
37.4611274,-122.126075
37.79013421,-122.4131605
37.78564113,-122.4039299
37.76183374,-122.4786164
37.80529593,-122.402063
37.810533,-122.4189295
37.81134775,-121.9943698
37.61642405,-122.3862791
37.44787,-122.27437
37.94508462,-121.7374665
37.2455074,-121.8768199
37.79102771,-122.3907799
37.33783206,-121.8792328
37.7830432,-122.4631192
37.56920797,-122.3211237
37.2526649,-121.8375722
37.794049,-122.3958751
37.78275861,-122.4075952
37.70305837,-122.1481984
37.5299312,-121.9822378
37.47930368,-122.2524075
37.5982909,-122.0729488
37.38318674,-121.9927714
37.71180728,-121.8806479
37.79082561,-122.3893626
37.78894686,-122.4035848
37.396529,-121.93713
37.73660506,-122.413997
37.42038331,-121.877092
37.77640993,-122.4168319
37.55848103,-122.316179
37.785251,-122.4283461
37.67337649,-122.4761541
37.57870664,-122.3200277
37.32994529,-121.8112706
37.76368769,-122.4168265
37.32738547,-121.8106063
37.7811239,-122.1865992
37.31744121,-121.8463426
37.23014051,-121.9811507
37.80965318,-122.4385879
37.427004,-122.081417
37.4005725,-122.0228063
37.70386371,-122.4749384
